candidate_id	file_name	original_path	copied_path	file_type	sha256	size	match_reason	probable_role	extraction_status	notes
frasch_pyu_handlist-6b71d0f8bfb8	Frasch Pyu handlist.pdf	data/local/bibliography_sources/frasch_pyu_handlist-6b71d0f8bfb8/Frasch Pyu handlist.pdf	data/local/bibliography_sources/frasch_pyu_handlist-6b71d0f8bfb8/Frasch Pyu handlist.pdf	pdf	6b71d0f8bfb87ce78511be44cd46a84a23e1f2fe1ffb7f97784bc276f88eb6dc	6763149	matched Frasch Pagan/Stadt-und-Staat title	frasch_stadt_und_staat	extracted	
frasch_three_pagan_inscriptions-81f9fa6e9407	Frasch Three pagan inscriptions.pdf	data/local/bibliography_sources/frasch_three_pagan_inscriptions-81f9fa6e9407/Frasch Three pagan inscriptions.pdf	data/local/bibliography_sources/frasch_three_pagan_inscriptions-81f9fa6e9407/Frasch Three pagan inscriptions.pdf	pdf	81f9fa6e940725d6b1ec7b041fa8a3eabe3954a5b6b50e3cec18cc6f6174ff7e	5247132	matched Frasch Pagan/Stadt-und-Staat title	frasch_stadt_und_staat	ocr_needed	text extraction returned no content
frasch_1996_pagan_city_and_state_english-88efaacedea6	Frasch-1996-Pagan-City and State-English-30MB.pdf	data/local/bibliography_sources/frasch_1996_pagan_city_and_state_english-88efaacedea6/Frasch-1996-Pagan-City and State-English-30MB.pdf	data/local/bibliography_sources/frasch_1996_pagan_city_and_state_english-88efaacedea6/Frasch-1996-Pagan-City and State-English-30MB.pdf	pdf	88efaacedea63e6de9fe244c00eb9df11092f08784c866aff4429ff0d95a203d	32201587	matched Frasch Pagan/Stadt-und-Staat title	frasch_stadt_und_staat	extracted	
frasch_1996_pagan_machineenglishtranslat-6f1791859aa4	Frasch-1996-Pagan-MachineEnglishTranslation-OLD-VERSION.pdf	data/local/bibliography_sources/frasch_1996_pagan_machineenglishtranslat-6f1791859aa4/Frasch-1996-Pagan-MachineEnglishTranslation-OLD-VERSION.pdf	data/local/bibliography_sources/frasch_1996_pagan_machineenglishtranslat-6f1791859aa4/Frasch-1996-Pagan-MachineEnglishTranslation-OLD-VERSION.pdf	pdf	6f1791859aa47dbf74463e3c58ef48a6b8369bbb741297214cd3f9ed7b764cb4	1420125	matched Frasch Pagan/Stadt-und-Staat title	frasch_stadt_und_staat	extracted	
frasch_1996_pagan_stadt_und_staat_englis-6343bb0d00bb	Frasch-1996-Pagan-Stadt-und-Staat-(EnglishTransalation).pdf	data/local/bibliography_sources/frasch_1996_pagan_stadt_und_staat_englis-6343bb0d00bb/Frasch-1996-Pagan-Stadt-und-Staat-(EnglishTransalation).pdf	data/local/bibliography_sources/frasch_1996_pagan_stadt_und_staat_englis-6343bb0d00bb/Frasch-1996-Pagan-Stadt-und-Staat-(EnglishTransalation).pdf	pdf	6343bb0d00bb3d5f07b0aa65575c1a80f89f43d1e03200dd028d045012bbb6b0	330250266	matched Frasch Pagan/Stadt-und-Staat title	frasch_stadt_und_staat	extracted	
a1_editorial_luce1924-099d53582376	A1-Editorial-Luce1924.pdf	data/local/bibliography_sources/a1_editorial_luce1924-099d53582376/A1-Editorial-Luce1924.pdf	data/local/bibliography_sources/a1_editorial_luce1924-099d53582376/A1-Editorial-Luce1924.pdf	pdf	099d53582376f5e1effb14c2687da9ddd13187a5791ea010c3d2647a207a753d	210040	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
a5_countriesneighbouringburma2_luce_ref_-c1353abdc155	A5-CountriesNeighbouringBurma2-Luce-ref-Pelliot1924.pdf	data/local/bibliography_sources/a5_countriesneighbouringburma2_luce_ref_-c1353abdc155/A5-CountriesNeighbouringBurma2-Luce-ref-Pelliot1924.pdf	data/local/bibliography_sources/a5_countriesneighbouringburma2_luce_ref_-c1353abdc155/A5-CountriesNeighbouringBurma2-Luce-ref-Pelliot1924.pdf	pdf	c1353abdc155af2222a80016be7c6f41bf112f54b8a95444d158f07d5a045e97	2561130	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
ancientpyu_luce1937-c7fe9ee6157d	AncientPyu-Luce1937.pdf	data/local/bibliography_sources/ancientpyu_luce1937-c7fe9ee6157d/AncientPyu-Luce1937.pdf	data/local/bibliography_sources/ancientpyu_luce1937-c7fe9ee6157d/AncientPyu-Luce1937.pdf	pdf	c7fe9ee6157d5a3d961156ba84d96105018aba9d4ac2c87ac5503ee7ba14fde1	868945	matched Luce local-source keyword	luce_local_source	extracted	
ba_shin_works_of_luce-f8ee1b07681a	Ba Shin Works of Luce.pdf	data/local/bibliography_sources/ba_shin_works_of_luce-f8ee1b07681a/Ba Shin Works of Luce.pdf	data/local/bibliography_sources/ba_shin_works_of_luce-f8ee1b07681a/Ba Shin Works of Luce.pdf	pdf	f8ee1b07681af529b3f3411f58c91f47d30351b416e205310760f7637f8935c8	756941	matched Luce local-source keyword	luce_local_source	extracted	
burmatofallofpagan_luce1939-b89e7b3d7dc1	BurmaToFallOfPagan-Luce1939.pdf	data/local/bibliography_sources/burmatofallofpagan_luce1939-b89e7b3d7dc1/BurmaToFallOfPagan-Luce1939.pdf	data/local/bibliography_sources/burmatofallofpagan_luce1939-b89e7b3d7dc1/BurmaToFallOfPagan-Luce1939.pdf	pdf	b89e7b3d7dc10bd8f253f0801a33a901ed53f8099751ac0725f6ea61c8578b5c	785081	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
centuryofprogress_luce1948-f1e3355883ba	CenturyOfProgress_Luce1948.pdf	data/local/bibliography_sources/centuryofprogress_luce1948-f1e3355883ba/CenturyOfProgress_Luce1948.pdf	data/local/bibliography_sources/centuryofprogress_luce1948-f1e3355883ba/CenturyOfProgress_Luce1948.pdf	pdf	f1e3355883baa709ca145d30f51c089403dab17054060fdf7ab3a669856e1a29	1117245	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
economiclife_luce1940-44b203401c13	EconomicLife-Luce1940.pdf	data/local/bibliography_sources/economiclife_luce1940-44b203401c13/EconomicLife-Luce1940.pdf	data/local/bibliography_sources/economiclife_luce1940-44b203401c13/EconomicLife-Luce1940.pdf	pdf	44b203401c13d71cce7880938287906a4be1f27366e6b6f452e64a48cfb568d1	290743	matched Luce local-source keyword	luce_local_source	extracted	
geographyburmaunderpagan_luce1959-dd5b8c70a170	GeographyBurmaUnderPagan-Luce1959.pdf	data/local/bibliography_sources/geographyburmaunderpagan_luce1959-dd5b8c70a170/GeographyBurmaUnderPagan-Luce1959.pdf	data/local/bibliography_sources/geographyburmaunderpagan_luce1959-dd5b8c70a170/GeographyBurmaUnderPagan-Luce1959.pdf	pdf	dd5b8c70a1705c5fea1186e0ad4cd5614fe82d40039a0bf912898e89d04ef751	1155320	matched Luce local-source keyword	luce_local_source	extracted	
luce_1924_countries_neighbouring_burma_j-056f581dfe61	Luce 1924 Countries Neighbouring Burma (JBRS).pdf	data/local/bibliography_sources/luce_1924_countries_neighbouring_burma_j-056f581dfe61/Luce 1924 Countries Neighbouring Burma (JBRS).pdf	data/local/bibliography_sources/luce_1924_countries_neighbouring_burma_j-056f581dfe61/Luce 1924 Countries Neighbouring Burma (JBRS).pdf	pdf	056f581dfe6130cb581a581162cf48d1ce34d7758e0bbb31df1005d08f3dd5be	7429500	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3	Luce 1928 inscriptions of Pagan.pdf	data/local/bibliography_sources/luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3/Luce&PeMaungTin 1928 inscriptions of Pagan.pdf	data/local/bibliography_sources/luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3/Luce&PeMaungTin 1928 inscriptions of Pagan.pdf	pdf	da9f6d6d89b31f17d3a9352ded473db8f6b3d3ceb1090430ab7ccd972d295722	33420688	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_1932_names_of_pyu-95a665d52663	Luce 1932 Names of Pyu.pdf	data/local/bibliography_sources/luce_1932_names_of_pyu-95a665d52663/Luce 1932 Names of Pyu.pdf	data/local/bibliography_sources/luce_1932_names_of_pyu-95a665d52663/Luce 1932 Names of Pyu.pdf	pdf	95a665d526638e0e29cd53b1e5b8e2271e0dc13202d054771e4e65c63691bc32	76582	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_1937_ancient_pyu-6a948eb3f6cc	Luce 1937 Ancient Pyu.pdf	data/local/bibliography_sources/luce_1937_ancient_pyu-6a948eb3f6cc/Luce 1937 Ancient Pyu.pdf	data/local/bibliography_sources/luce_1937_ancient_pyu-6a948eb3f6cc/Luce 1937 Ancient Pyu.pdf	pdf	6a948eb3f6cc8ec05ef0bc187ee0c83ff62d6664b4c4ac25d360c5d851a312cb	981875	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_1959_chin-a957a41dee46	Luce 1959 chin.pdf	data/local/bibliography_sources/luce_1959_chin-a957a41dee46/Luce 1959 chin.pdf	data/local/bibliography_sources/luce_1959_chin-a957a41dee46/Luce 1959 chin.pdf	pdf	a957a41dee46cd090881d97090f8680ab82a4cd7c30b57d44c7de9d64c69261a	705241	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_1959_karen-00e75cf093fa	Luce 1959 karen.pdf	data/local/bibliography_sources/luce_1959_karen-00e75cf093fa/Luce 1959 karen.pdf	data/local/bibliography_sources/luce_1959_karen-00e75cf093fa/Luce 1959 karen.pdf	pdf	00e75cf093fa36d8c313376abfd2dd43448f27e189462068009d16a95031c99f	636270	matched Luce local-source keyword	luce_local_source	extracted	
luce_1969_old_burma-f0a43b744f81	Luce 1969 Old Burma.pdf	data/local/bibliography_sources/luce_1969_old_burma-f0a43b744f81/Luce 1969 Old Burma.pdf	data/local/bibliography_sources/luce_1969_old_burma-f0a43b744f81/Luce 1969 Old Burma.pdf	pdf	f0a43b744f81b7e3ebc60b46465e2bacbe206375d446db8fbfe4bdffc12d0bfa	73418277	matched Luce local-source keyword	luce_local_source	extracted	
luce_1970_old_burma_vol_2-b9ac44830c38	Luce 1970 Old Burma vol 2.pdf	data/local/bibliography_sources/luce_1970_old_burma_vol_2-b9ac44830c38/Luce 1970 Old Burma vol 2.pdf	data/local/bibliography_sources/luce_1970_old_burma_vol_2-b9ac44830c38/Luce 1970 Old Burma vol 2.pdf	pdf	b9ac44830c38bd4381901625b18ddcf372458dfc9de7a586fe5de5df39d18cb6	56170166	matched Luce local-source keyword	luce_local_source	extracted	
luce_1970_old_burma_volume_3-d01e4b5af2d2	Luce 1970 Old Burma volume 3.pdf	data/local/bibliography_sources/luce_1970_old_burma_volume_3-d01e4b5af2d2/Luce 1970 Old Burma volume 3.pdf	data/local/bibliography_sources/luce_1970_old_burma_volume_3-d01e4b5af2d2/Luce 1970 Old Burma volume 3.pdf	pdf	d01e4b5af2d2fc8bda5c8313a2c693ad9ce173e1082ed437da6d6996ed8e948d	375059452	matched Luce local-source keyword	luce_local_source	extracted	
luce_1974_advent_of_buddhism-162815c03f4f	Luce 1974 Advent of Buddhism.pdf	data/local/bibliography_sources/luce_1974_advent_of_buddhism-162815c03f4f/Luce 1974 Advent of Buddhism.pdf	data/local/bibliography_sources/luce_1974_advent_of_buddhism-162815c03f4f/Luce 1974 Advent of Buddhism.pdf	pdf	162815c03f4f3e0b47ef5ccfdc1532a17d4d81f6dc5a402fa2aa087df5839936	1237999	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_1975_glosses-19ebf33fb0f1	Luce 1975 glosses.pdf	data/local/bibliography_sources/luce_1975_glosses-19ebf33fb0f1/Luce 1975 glosses.pdf	data/local/bibliography_sources/luce_1975_glosses-19ebf33fb0f1/Luce 1975 glosses.pdf	pdf	19ebf33fb0f104563b85f21ea8270541b4b0a321980d5303d1bc6eccf4a6bb7a	8615628	matched Luce local-source keyword	luce_local_source	extracted	
luce_1976_sources_of_early_burma_history-4e7c374ffbe5	Luce 1976 Sources of Early Burma History.pdf	data/local/bibliography_sources/luce_1976_sources_of_early_burma_history-4e7c374ffbe5/Luce 1976 Sources of Early Burma History.pdf	data/local/bibliography_sources/luce_1976_sources_of_early_burma_history-4e7c374ffbe5/Luce 1976 Sources of Early Burma History.pdf	pdf	4e7c374ffbe5040884e5d1706807ab75e60ac36bae1f88c73202a7ed666d8563	5048749	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_1981_comparative_wordlist-d75732c21114	Luce 1981 comparative wordlist.pdf	data/local/bibliography_sources/luce_1981_comparative_wordlist-d75732c21114/Luce 1981 comparative wordlist.pdf	data/local/bibliography_sources/luce_1981_comparative_wordlist-d75732c21114/Luce 1981 comparative wordlist.pdf	pdf	d75732c21114567514b742224b76bebcff6bd1d7a86046ad42ba1d64de396117	58097530	matched Luce local-source keyword	luce_local_source	extracted	
luce_1985_phases_of_pre_pagan_burma_1_te-415a01b3fd89	Luce 1985 Phases of Pre Pagan Burma - 1 Text.PDF	data/local/bibliography_sources/luce_1985_phases_of_pre_pagan_burma_1_te-415a01b3fd89/Luce 1985 Phases of Pre Pagan Burma - 1 Text.PDF	data/local/bibliography_sources/luce_1985_phases_of_pre_pagan_burma_1_te-415a01b3fd89/Luce 1985 Phases of Pre Pagan Burma - 1 Text.PDF	pdf	415a01b3fd895d7aab82f2d12e612b79bbddbcf05f5098991b421440113fae1b	52068386	matched Luce local-source keyword	luce_local_source	extracted	
luce_1985_phases_of_pre_pagan_burma_2_pl-dccd1e43c654	Luce 1985 Phases of Pre Pagan Burma - 2 Plates.PDF	data/local/bibliography_sources/luce_1985_phases_of_pre_pagan_burma_2_pl-dccd1e43c654/Luce 1985 Phases of Pre Pagan Burma - 2 Plates.PDF	data/local/bibliography_sources/luce_1985_phases_of_pre_pagan_burma_2_pl-dccd1e43c654/Luce 1985 Phases of Pre Pagan Burma - 2 Plates.PDF	pdf	dccd1e43c65435ae66ea750e9f00491c24fd77624a3bff9b3842af3cbc0054d4	70933108	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_1985_phases_of_pre_pagan_burma-4edad79c6036	Luce 1985 Phases of Pre Pagan Burma.PDF	data/local/bibliography_sources/luce_1985_phases_of_pre_pagan_burma-4edad79c6036/Luce 1985 Phases of Pre Pagan Burma.PDF	data/local/bibliography_sources/luce_1985_phases_of_pre_pagan_burma-4edad79c6036/Luce 1985 Phases of Pre Pagan Burma.PDF	pdf	4edad79c60364bf47397afdd222158811dd9514ee2068b82f4f9f5f20384ac28	49075107	matched Luce local-source keyword	luce_local_source	extracted	
luce_and_tin_htway_1976_15th_century_ins-ff06c93703ea	Luce and Tin Htway 1976 15th Century Inscription and Library at Pagan.pdf	data/local/bibliography_sources/luce_and_tin_htway_1976_15th_century_ins-ff06c93703ea/Luce and Tin Htway 1976 15th Century Inscription and Library at Pagan.pdf	data/local/bibliography_sources/luce_and_tin_htway_1976_15th_century_ins-ff06c93703ea/Luce and Tin Htway 1976 15th Century Inscription and Library at Pagan.pdf	pdf	ff06c93703ea1baec738064007758abecc438eb354dcb17a08262ae48af686a7	2199182	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_bibliography-d5eaedc7dee6	Luce bibliography.pdf	data/local/bibliography_sources/luce_bibliography-d5eaedc7dee6/Luce bibliography.pdf	data/local/bibliography_sources/luce_bibliography-d5eaedc7dee6/Luce bibliography.pdf	pdf	d5eaedc7dee6be2d37d860309ac0f240e68b6b4c1307e63a279b57f1840b5f6a	618194	matched Luce local-source keyword	luce_local_source	extracted	
luce_burmish_comparisons-455dc3921565	Luce Burmish comparisons.djvu	data/local/bibliography_sources/luce_burmish_comparisons-455dc3921565/Luce Burmish comparisons.djvu	data/local/bibliography_sources/luce_burmish_comparisons-455dc3921565/Luce Burmish comparisons.djvu	djvu	455dc392156512bcfc8a06b27a7b85d4573d9b89ea17699d996906c9d4e95e1d	4962797	matched Luce local-source keyword	luce_local_source	ocr_needed	Luce Burmish comparisons.djvu: no extractor configured for .djvu
luce_ob_wordlist-a620a49780fb	Luce OB wordlist.djvu	data/local/bibliography_sources/luce_ob_wordlist-a620a49780fb/Luce OB wordlist.djvu	data/local/bibliography_sources/luce_ob_wordlist-a620a49780fb/Luce OB wordlist.djvu	djvu	a620a49780fba6fd5675e7ee384910fa43f7a68f4bc894bfbf7e8f5c4474a1fd	6405397	matched Luce local-source keyword	luce_local_source	ocr_needed	Luce OB wordlist.djvu: no extractor configured for .djvu
293264-36fe582c909b	Luce&PeMaungTin_BurmaDownToFallOfPagan_1939.pdf	data/local/bibliography_sources/293264-36fe582c909b/293264.pdf	data/local/bibliography_sources/293264-36fe582c909b/293264.pdf	pdf	36fe582c909b12d110640166d8057ddd5371ce1f2f85dc746901f1f2dd9f67d0	784602	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_pemaungtin_inscriptionsofburma_plat-c593ec5e62b9	Luce&PeMaungTin_InscriptionsOfBurma(Plates3,4,5)_1960.pdf	data/local/bibliography_sources/luce_pemaungtin_inscriptionsofburma_plat-c593ec5e62b9/Luce&PeMaungTin_InscriptionsOfBurma(Plates3,4,5)_1960.pdf	data/local/bibliography_sources/luce_pemaungtin_inscriptionsofburma_plat-c593ec5e62b9/Luce&PeMaungTin_InscriptionsOfBurma(Plates3,4,5)_1960.pdf	pdf	c593ec5e62b93063d510e6a3c70dc2d2ad4b07ee98ebcf17a5cd6f311ee8480e	6314059	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_pemaungtin_inscriptionsofburma_plat-d8ad72be3c44	Luce&PeMaungTin_InscriptionsOfBurma(Plates6-20)_1963.pdf	data/local/bibliography_sources/luce_pemaungtin_inscriptionsofburma_plat-d8ad72be3c44/Luce&PeMaungTin_InscriptionsOfBurma(Plates6-20)_1963.pdf	data/local/bibliography_sources/luce_pemaungtin_inscriptionsofburma_plat-d8ad72be3c44/Luce&PeMaungTin_InscriptionsOfBurma(Plates6-20)_1963.pdf	pdf	d8ad72be3c448b229fdd7b02c86af715bd71bf07081c6cf4e9d70dfa8790bbb5	11339454	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_1959_oldkyaukseandthecomingofthebur-3515dbea8f5e	Luce-1959-OldKyaukseAndTheComingOfTheBurmans.pdf	data/local/bibliography_sources/luce_1959_oldkyaukseandthecomingofthebur-3515dbea8f5e/Luce-1959-OldKyaukseAndTheComingOfTheBurmans.pdf	data/local/bibliography_sources/luce_1959_oldkyaukseandthecomingofthebur-3515dbea8f5e/Luce-1959-OldKyaukseAndTheComingOfTheBurmans.pdf	pdf	3515dbea8f5ec5a048b002c62f45a778d743e8761233ff395dc49dc65f02921f	2092939	matched Luce local-source keyword	luce_local_source	extracted	
luce_collection-b951e346a053	Luce_collection.doc	data/local/bibliography_sources/luce_collection-b951e346a053/Luce_collection.doc	data/local/bibliography_sources/luce_collection-b951e346a053/Luce_collection.doc	doc	b951e346a053548d39ee01a07962e9a6259247fe69dcda4cca5a0ddc4406dc7b	288768	matched Luce local-source keyword	luce_local_source	extracted	
luce_1985_phases_of_pre_pagan_burma_pp_4-8b32cf59bab3	luce_pagan-burma1985pages.pdf	data/local/bibliography_sources/luce_1985_phases_of_pre_pagan_burma_pp_4-8b32cf59bab3/Luce 1985_Phases of pre-Pagan Burma (pp.47-76).pdf	data/local/bibliography_sources/luce_1985_phases_of_pre_pagan_burma_pp_4-8b32cf59bab3/Luce 1985_Phases of pre-Pagan Burma (pp.47-76).pdf	pdf	8b32cf59bab3229dabbe3484c84204b544242acb4846b057718216acebd33d1b	1754758	matched Luce local-source keyword	luce_local_source	extracted	
luce_phases_burma1985-143ccbb78ee9	luce_phases-burma1985.pdf	data/local/bibliography_sources/luce_phases_burma1985-143ccbb78ee9/luce_phases-burma1985.pdf	data/local/bibliography_sources/luce_phases_burma1985-143ccbb78ee9/luce_phases-burma1985.pdf	pdf	143ccbb78ee9ee5724d4f8ef4b639939a1e9cc274d3cd2210dc39581fef51d65	140062253	matched Luce local-source keyword	luce_local_source	ocr_needed	text extraction returned no content
luce_phases_burma1985_o-416c1f14ff11	luce_phases-burma1985_o.pdf	data/local/bibliography_sources/luce_phases_burma1985_o-416c1f14ff11/luce_phases-burma1985_o.pdf	data/local/bibliography_sources/luce_phases_burma1985_o-416c1f14ff11/luce_phases-burma1985_o.pdf	pdf	416c1f14ff11868edc3fdbae31a0df9dae4d98291cf5617b6d634102c75e8192	35858779	matched Luce local-source keyword	luce_local_source	extracted	
luceobep1-90cea6ffa882	LuceOBEP1.pdf	data/local/bibliography_sources/luceobep1-90cea6ffa882/LuceOBEP1.pdf	data/local/bibliography_sources/luceobep1-90cea6ffa882/LuceOBEP1.pdf	pdf	90cea6ffa8820577e57e46dc90dc6f775a6924500f76b67b37d4649561e60511	96366666	matched Luce local-source keyword	luce_local_source	extracted	
luceobep2-33d17bc909a6	LuceOBEP2.pdf	data/local/bibliography_sources/luceobep2-33d17bc909a6/LuceOBEP2.pdf	data/local/bibliography_sources/luceobep2-33d17bc909a6/LuceOBEP2.pdf	pdf	33d17bc909a6b4ab3851acc9d2462a85075b8bd933c4f6f4c99970d03a556a9b	82441439	matched Luce local-source keyword	luce_local_source	extracted	
luceobep3-3b344ca36718	LuceOBEP3.pdf	data/local/bibliography_sources/luceobep3-3b344ca36718/LuceOBEP3.pdf	data/local/bibliography_sources/luceobep3-3b344ca36718/LuceOBEP3.pdf	pdf	3b344ca36718fe9fe610c7f0fda5727477554bf973fb094f30788127da0e29bb	375462415	matched Luce local-source keyword	luce_local_source	extracted	
matisoff_1983_rv_luce-a94e04151543	Matisoff 1983 rv Luce.pdf	data/local/bibliography_sources/matisoff_1983_rv_luce-a94e04151543/Matisoff 1983 rv Luce.pdf	data/local/bibliography_sources/matisoff_1983_rv_luce-a94e04151543/Matisoff 1983 rv Luce.pdf	pdf	a94e0415154374a5afb70e877397cfc5f77737913a02018d22ea499137644286	2225632	matched Luce local-source keyword	luce_local_source	extracted	
pe_maung_tin_luce_1960_glass_palace_chro-3f81fffbb8f6	Pe Maung Tin & Luce 1960 Glass Palace Chronicles.pdf	data/local/bibliography_sources/pe_maung_tin_luce_1960_glass_palace_chro-3f81fffbb8f6/Pe Maung Tin & Luce 1960 Glass Palace Chronicles.pdf	data/local/bibliography_sources/pe_maung_tin_luce_1960_glass_palace_chro-3f81fffbb8f6/Pe Maung Tin & Luce 1960 Glass Palace Chronicles.pdf	pdf	3f81fffbb8f6787a5ca988c39a200f5da75f6bf254c2b983aba41344e360d100	10598863	matched Luce local-source keyword	luce_local_source	extracted	
