candidate_id	acronym	candidate_expansion	raw_context	source_file_id	source_file_label	page_or_location	evidence_type	confidence	notes
frasch_1994_dhammasats-3b10d0daddfc:pl:frasch-context2	Pl.		", 1.3, we find Natonmya together with his mother and his sister making a donation to Dhammavilāsa (A.D. 1211). In 1218, the same persons made a donation to the ""royal teacher"", whose brother-in-law lived in Lower Burma. Pl. 63-OBI 1, p. 129, II. 13-14. PL.II 174 OBI 1, p. 104-UEM No. 59, p. 170-List 219. A full translation will be found in the appendix. The meaning here is not clear. tai means ""backside, back part"", so my translation ""knee"	frasch_1994_dhammasats-3b10d0daddfc	Frasch 1994 dhammasats.pdf	context hit 2	contextual_usage	low	
frasch_1994_dhammasats-3b10d0daddfc:tn:frasch-context1	TN		[[page 1]] Harvard Depository ILLiad TN: 3523571 ILLiad TN: 3523571 Date: 7/19/2010 Borrower: HLS Lending String: HUL Barcode: HN8W1A Patron: Graduate: Nathan Hill Journal Title: Tradition and modernity in Myanmar proceedings of an international conference he	frasch_1994_dhammasats-3b10d0daddfc	Frasch 1994 dhammasats.pdf	context hit 1	contextual_usage	low	
frasch_1994_dhammasats-3b10d0daddfc:tn:frasch-context2	TN		[[page 1]] Harvard Depository ILLiad TN: 3523571 ILLiad TN: 3523571 Date: 7/19/2010 Borrower: HLS Lending String: HUL Barcode: HN8W1A Patron: Graduate: Nathan Hill Journal Title: Tradition and modernity in Myanmar proceedings of an international conference held in Berlin from M	frasch_1994_dhammasats-3b10d0daddfc	Frasch 1994 dhammasats.pdf	context hit 2	contextual_usage	low	
frasch_1994_dhammasats-3b10d0daddfc:uem:frasch-context1	UEM		"sister making a donation to Dhammavilāsa (A.D. 1211). In 1218, the same persons made a donation to the ""royal teacher"", whose brother-in-law lived in Lower Burma. Pl. 63-OBI 1, p. 129, II. 13-14. PL.II 174 OBI 1, p. 104-UEM No. 59, p. 170-List 219. A full translation will be found in the appendix. The meaning here is not clear. tai means ""backside, back part"", so my translation ""knees, lap"" is somewhat generous. The second sentence means w"	frasch_1994_dhammasats-3b10d0daddfc	Frasch 1994 dhammasats.pdf	context hit 1	contextual_usage	low	
frasch_1994_dhammasats-3b10d0daddfc:uem:frasch-context2	UEM		"-Thwin, Pagan. pp. 186 ff.; Lieberman, Secular Trends in Burmese Economic History. In: Modern Asian Studies, 25:1/1991, p. 7. Manukyay-dhammasat VI. 11 (p. 162 in Richardson's edition). Appendix Pl. II 174-OBI 2, p. 104-UEM No. 59, p. 170-List 219 B.E. 590 A.D. 1228 and B.E. 594 = A.D. 1232 1) B.E. 590, Phlaguin-Year, month Kuchun, 5th day waning, Wednesday. The son of Phi Yon, Nā Nay, said at the court: ""My father's elder brother gave to"	frasch_1994_dhammasats-3b10d0daddfc	Frasch 1994 dhammasats.pdf	context hit 2	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:a:frasch-context1	A		[[page 1]] ILLiad TN: 3521433 Date: 7/14/2010 Borrower: HLS Lending String: HUL Barcode: 32044108809450 Patron: Graduate: Nathan Hill Journal Title: Poids et mesures en Asie du Sud- Est :syst❤mes metrologiques et societes = Weights and measures in Southeast Asia: metrological systems and societies /sous la direction de Pierre Le Roux, Bernard Sellato et Jacques Ivanoff proface d'Alain Te	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:a:frasch-context2	A		14/2010 Borrower: HLS Lending String: HUL Barcode: 32044108809450 Patron: Graduate: Nathan Hill Journal Title: Poids et mesures en Asie du Sud- Est :syst❤mes metrologiques et societes = Weights and measures in Southeast Asia: metrological systems and societies /sous la direction de Pierre Le Roux, Bernard Sellato et Jacques Ivanoff proface d'Alain Testart. Volume: 2 Issue: Month/Year: 2004Pages: 625-633 Call #: WID HD QC89.S645ȧP65 2004	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 2	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:b:frasch-context1	B		[[page 1]] ILLiad TN: 3521433 Date: 7/14/2010 Borrower: HLS Lending String: HUL Barcode: 32044108809450 Patron: Graduate: Nathan Hill Journal Title: Poids et mesures en Asie du Sud- Est :syst❤mes metrologiques et societes = Weights and measures in Southeast Asia: met	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:b:frasch-context2	B		[[page 1]] ILLiad TN: 3521433 Date: 7/14/2010 Borrower: HLS Lending String: HUL Barcode: 32044108809450 Patron: Graduate: Nathan Hill Journal Title: Poids et mesures en Asie du Sud- Est :syst❤mes metrologiques et societes = Weights and measures in Southeast Asia: metrological systems and societies /s	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 2	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:list:frasch-context1	List		nchanged, by relating it to the amount of seedgrain and yields. 6. For a general overview, see John S. Furnivall, 1931 (3rd ed. 1957): esp. ch. 6 and 7. 7. Ibid.: 20. 8. PL.I55=OBI 1, p. 302, 1.4: 3 tań wań so I pay. 9. List 341 A, p. 95, 1.8-9. 10. Frasch, Pagan, ch. 1: esp. pp. 39-48. [[page 5]] Tilman Frasch Measuring Burmese Soil 627 whether Mon, Pyu or another people, those who had succeeded in growing paddy in the dry zone of central	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:list:frasch-context2	List		"khin, pyui-khań:) were mentioned with the classifier khan, which means either ""flat, streched out"" or ""narrow elevation across a surface"" (Myanmar Language 11. PI.III242 = OBI 3, p. 87, passim; Pl.V557b (note ed.), 1.2; List 187-B2, p. 789: ""At Prome, the wife of the headman donated one garden and 1 namuiń of paddy fields."" 12. Pl.II177a=OBI 2, p. 155, 1.6: pyulw-khań 1 cwak, PI.III255-OBI 3, p. 114, 1.7: pyuiw-khań 1 cwak; Pl.II 132b-OBI 2"	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 2	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:mm:frasch-context1	MM		"oon, Rangoon University Press, xxiii+227 pp., [1 ed. 1923]. LHA, Lu-thu U (LUDU U HLA) 1975 MA MYA SEIN Că:-ca-rā Chan (Rice, our Food), Rangoon. 1973 Administration of Burma, Oxford University Press. MYANMAR LANGUAGE COMMISSION (ed. by the) 1993 Myanmar-English Dictionary, Rangoon. NOETLING, Fritz 1896 ""Über birmanisches Maß und Gewicht"", Zeitschrift für Ethnologie 28. RICHARDSON, D. (ed./trsl. by.) 1874 Manukyay-dhammasat, The Dhamathat"	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:obi:frasch-context1	OBI		vidence that the size of the pay remained unchanged, by relating it to the amount of seedgrain and yields. 6. For a general overview, see John S. Furnivall, 1931 (3rd ed. 1957): esp. ch. 6 and 7. 7. Ibid.: 20. 8. PL.I55=OBI 1, p. 302, 1.4: 3 tań wań so I pay. 9. List 341 A, p. 95, 1.8-9. 10. Frasch, Pagan, ch. 1: esp. pp. 39-48. [[page 5]] Tilman Frasch Measuring Burmese Soil 627 whether Mon, Pyu or another people, those who had succeeded	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:obi:frasch-context2	OBI		"ures, mostly one or two. 22 Nursery fields (pyo-khin, pyui-khań:) were mentioned with the classifier khan, which means either ""flat, streched out"" or ""narrow elevation across a surface"" (Myanmar Language 11. PI.III242 = OBI 3, p. 87, passim; Pl.V557b (note ed.), 1.2; List 187-B2, p. 789: ""At Prome, the wife of the headman donated one garden and 1 namuiń of paddy fields."" 12. Pl.II177a=OBI 2, p. 155, 1.6: pyulw-khań 1 cwak, PI.III255-OBI 3,"	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 2	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:ppa:frasch-context1	PPA		Pl.II 138=OBI 2, p. 24, 1.5: uyan 1 khu; Pl.II 216=OBI 3, p. 28, 1.25: uyan 1 rap. 38. Pl.II 126b=OBI 1, p. 213, 1.3; Pl.II 145=OBI 2, p. 41, 1.24. 39. Pl.II 182b-OBI 2, p. 172, 1.25. 40. OBI 2, p. 82, 1.2. 41. List 200-PPA, p. 171,1.13-4. This inscription seems to be a close copy. 42. Frasch, Pagan, S.163-65. 43. The latest and strongest advocate of this interpretation is Michael Aung-Thwin, in Pagan. The Origins of Modern Burma, Honolulu	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:ppa:frasch-context2	PPA		"regulation we hear that ""brahmins, councillors, wise and learned officers petitioned for fixing the standard capacity, length and weight measures; 45. Pl.II 125a=OBI 1, p. 204, 1.8. 46. Pl.I 98=OBI 1, p. 209, 1.8-9. 47. PPA, p.10,1.16. I have not found any other reference for this inscription, so very likely Duroiselle overlooked it when compiling the ""List"". 48. Pl.IV 424=OBI 3, p. 268, 1.34. 49. PL.II 203-OBI 3, p. 7, 1.19. 50. Pl.III 25"	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 2	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:pl:frasch-context1	Pl.		"o. 22 Nursery fields (pyo-khin, pyui-khań:) were mentioned with the classifier khan, which means either ""flat, streched out"" or ""narrow elevation across a surface"" (Myanmar Language 11. PI.III242 = OBI 3, p. 87, passim; Pl.V557b (note ed.), 1.2; List 187-B2, p. 789: ""At Prome, the wife of the headman donated one garden and 1 namuiń of paddy fields."" 12. Pl.II177a=OBI 2, p. 155, 1.6: pyulw-khań 1 cwak, PI.III255-OBI 3, p. 114, 1.7: pyuiw-kh"	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:pl:frasch-context2	Pl.		"elevation across a surface"" (Myanmar Language 11. PI.III242 = OBI 3, p. 87, passim; Pl.V557b (note ed.), 1.2; List 187-B2, p. 789: ""At Prome, the wife of the headman donated one garden and 1 namuiń of paddy fields."" 12. Pl.II177a=OBI 2, p. 155, 1.6: pyulw-khań 1 cwak, PI.III255-OBI 3, p. 114, 1.7: pyuiw-khań 1 cwak; Pl.II 132b-OBI 2, p. 4, 1.13: pyuiw-khań 3 cwak. 13. Pl.III 267=OBI 3, p. 135, 1.6: uyan 1 cwak. The OBI-reading uyan 1 phak"	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 2	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:tn:frasch-context1	TN		[[page 1]] ILLiad TN: 3521433 Date: 7/14/2010 Borrower: HLS Lending String: HUL Barcode: 32044108809450 Patron: Graduate: Nathan Hill Journal Title: Poids et mesures en Asie du Sud- Est :syst❤mes metrologiques et societes = Weights and meas	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:tn:frasch-context2	TN		.124.160 Odyssey: 206.107.43.109 Article Author: Frasch, Tilman Article Title: Measuring Burmese Soil: Some Unknown Words and Practices Imprint: Via Scan and Deliver Service ILL Number: 3520852 Harvard Depository ILLiad TN: 3521433 [[page 2]] 624 1993 KALA, U 1960 Poids et mesures en Asie du Sud-Est Myanmar-English Dictionary, (with appendices, Myanmar metric and British equivalents in weights and measures), Yangon, Department of the Myan	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 2	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:ub:frasch-context1	UB		Burma, vol. 1, Rangoon, 1900, pp. 1-2 (hereafter B 1). The Burmese version can also be found in U Than Tun, 1968, 1, pp. 70-74; an English summary in J. G. Scott & W. P. Hardiman, part 1, vol. 2, pp. 167-168 (hereafter GUBSS); a German translation in Fritz Noetling, 1896, pp. 40-46. [[page 4]] 626 Poids et mesures en Asie du Sud-Est the pay into a metric equivalent - roughly 1.75 acres or 0.7 hectares - it has been almost universally used	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 1	contextual_usage	low	
frasch_2004_measuring_burmese_soil-5c898fbdb590:ub:frasch-context2	UB		"y developed agrarian system. 43 42 But was it really in full control of its territory and, even so, how far beyond the capital did royal orders find obeisance? In quite a number of cases, we find clerks and scribes 33. GUBSS, part.1, vol. 2, p. 167. 34. E.g. PL.III 254b-OBI 3, p. 113, 1.10-11: ""a garden supplying 50 betel-nuts (annually)""; PLIII 243-OBÌ 3, p. 89, 1.4, and Pl.V 461b-OBI 4, p. 19, 1.12: kwam:-si-uyan; Pl.III 245a=OBI 3, p."	frasch_2004_measuring_burmese_soil-5c898fbdb590	Frasch 2004 Measuring Burmese Soil.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:a:frasch-context1	A		ng String: HUL Barcode: 32044082770868 Patron: Graduate Nathan Hill Journal Title: Essays 1n commemoration of the golden Jubilee of the Myanmar Historical Commission Volume: Issue: Month!Year: 2005Pages: 134-148 Article Author: Frasch. Tilman C Article Title: Inscriptions of Bagan. edited and O translated ._. ·- ~ ~ ~ > ~ ~ -....... = ~ --= = -= -- .. z ~ -0 ~ :J ...J Imprint: Via Scan and Deliver Ser;1ce ILL	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:a:frasch-context2	A		g: HUL Barcode: 32044082770868 Patron: Graduate Nathan Hill Journal Title: Essays 1n commemoration of the golden Jubilee of the Myanmar Historical Commission Volume: Issue: Month!Year: 2005Pages: 134-148 Article Author: Frasch. Tilman C Article Title: Inscriptions of Bagan. edited and O translated ._. ·- ~ ~ ~ > ~ ~ -....... = ~ --= = -= -- .. z ~ -0 ~ :J ...J Imprint: Via Scan and Deliver Ser;1ce ILL Number:	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:arasi:frasch-context1	ARASI		,', . . . An ink inscription from Kyazin temple (IMP no; 555) recording the construction of the temple. · · · . , ·. · : < >; Pl. IV 38.1 =OBI 3, p. 14 . tr. (partly) U Than Tun, Buddhism, p. 45-6 .summarised in ARASI 1936-37, p. 115 The record of a law suit concerning the ownership of land that dragged on almost over ·a century and three generations. Pl. IV 387b ed./tr. F~sch, Coastal Peripheries, p. 74-75 A fragmentary inscrip	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:b:frasch-context1	B		I Lli ad TN: 3521432 I llllll lllll 111111111111111111111111111111111 Date: 7/14/2010 Borrower: HLS Lending String: HUL Barcode: 32044082770868 Patron: Graduate Nathan Hill Journal Title: Essays 1n commemoration of the golden Jubilee of the Myanmar Historical Commission Volume: Issue: Month!Year: 2	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:b:frasch-context2	B		I Lli ad TN: 3521432 I llllll lllll 111111111111111111111111111111111 Date: 7/14/2010 Borrower: HLS Lending String: HUL Barcode: 32044082770868 Patron: Graduate Nathan Hill Journal Title: Essays 1n commemoration of the golden Jubilee of the Myanmar Historical Commission Volume: Issue: Month!Year: 2005Pages: 134-148 Article Author: F	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:bbhc:frasch-context1	BBHC		in books or articles even of well . establish~d scholars. Two examples shall illustrate this . . ' .·' · 2 It is perhaps interesting to note that after the first Bunnese inscriptions had been edited this way in the BBHC, inscriptions from both Thailand and Cambodia were published in a similar way, in the Journal of the Siam Society and the B11//etin de /'Ecole Francaise d'Extreme-Orient respectively. . . · 3 Despite a number of mist	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:bbhc:frasch-context2	BBHC		p. 11=List66a-b = PPA, p. 159 =TN, p. 73 ed./tr. G. H. Luce and U Pe Maung Tin, in JBRS 10 (2), 1920, p. 67-74 (with a correction regarding the date in JBRS 22 (3), 1932, p~ 151) · ed./tr. Luce and U Pe Maung Tin, in BBHC 1(1),1960, p. 1-28 , tr. Nihar Ranjan Ray, Theravada Buddhism, Calcutta 1932, p. 10.8 King Alaungsithu's famous Pali inscription from the Shwegu temple. · ' , ' I PI. I 3 ~OBI I, p. 26 =List 72 =A,p. 27 .. · 1,' ed	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:jbrs:frasch-context1	JBRS		"and more particularly reliable translations available. Preferably, theii publication is organized.by an institution with .a quali~ed · ',, - ~ < ' f < ., •. ,·: '· 4 G. H. Luce, Economic Life ~fthe Early Burman, in JBRS30, J940, p .. 327. ·., . '·u Than Tun, Buddhism, p. 136: ""painting the(?) shrine~'. .· . : . . · ..... ·~ ; ..... · ' · 6 Michael Aung-Thwin, Pagan. The Origins of Modern Burma, Honolulu 1986, p,·173; _. · 7 U Than T"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:jbrs:frasch-context2	JBRS		ation(s) and finally a short comment concerning the importance of the inscription and the quality of the edition. , Pl. I 1-2 =OBI 1, p. 11=List66a-b = PPA, p. 159 =TN, p. 73 ed./tr. G. H. Luce and U Pe Maung Tin, in JBRS 10 (2), 1920, p. 67-74 (with a correction regarding the date in JBRS 22 (3), 1932, p~ 151) · ed./tr. Luce and U Pe Maung Tin, in BBHC 1(1),1960, p. 1-28 , tr. Nihar Ranjan Ray, Theravada Buddhism, Calcutta 1932, p. 1	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:list:frasch-context1	List		of Burma, followed by full cross-references, the reference(s) for the translation(s) and finally a short comment concerning the importance of the inscription and the quality of the edition. , Pl. I 1-2 =OBI 1, p. 11=List66a-b = PPA, p. 159 =TN, p. 73 ed./tr. G. H. Luce and U Pe Maung Tin, in JBRS 10 (2), 1920, p. 67-74 (with a correction regarding the date in JBRS 22 (3), 1932, p~ 151) · ed./tr. Luce and U Pe Maung Tin, in BBHC 1(1),	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:list:frasch-context2	List		e and U Pe Maung Tin, in BBHC 1(1),1960, p. 1-28 , tr. Nihar Ranjan Ray, Theravada Buddhism, Calcutta 1932, p. 10.8 King Alaungsithu's famous Pali inscription from the Shwegu temple. · ' , ' I PI. I 3 ~OBI I, p. 26 =List 72 =A,p. 27 .. · 1,' ed./tr. G. H. Luce and U Pe Maung Tin, Inscriptions of Burma, edited and translated, in BBHC I (2) , 1962, p. 231-237 An inscription from Myingondaing, recording the dedication of serfs to a tem	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 2	contextual_usage	low	
frasch_2005_inscriptions_of_bagan-03a3dbf37607:mp:frasch-context1	MP		"' i>1. 11.::. 0B1 i, P~ 43 = u51 106 = s 2, p. 768 , • ,' R • ' '•, •: ,: ·:; '\ ~ , ~,: ,~ ~ j '~ 0 • e.d./tr. G. H. Luce and, U Pe Maung Tin, in BBHC ~; 1963,·p. 67-;69 A dedication to the Min-o-chantha temple ·(IMP' no· 1924-30) by a: minister ·and his son PLI8a~OBI1,p.44=Listl08=A,p.34 ': ::.:. :1 ""' .. ~ l ii . ed./tr. G.H. Luce and U Pe Maung Tin, in BBHC 3, 1963, p.'70-72 A fragmentary inscription recording the dedication"	frasch_2005_inscriptions_of_bagan-03a3dbf37607	Frasch 2005 Inscriptions of Bagan.pdf	context hit 1	contextual_usage	low	
