candidate_id	search_term	name	original_path	file_type	file_size	sha256	probable_work_label	probable_author	probable_year	match_confidence	copy_status	copied_path	notes
luce_pemaungtin_inscriptionsofburma_plat-d8ad72be3c44	luce	Luce&PeMaungTin_InscriptionsOfBurma(Plates6-20)_1963.pdf	OBI_AUTHOR_ALPHA_ROOT:Luce/Luce&PeMaungTin_InscriptionsOfBurma(Plates6-20)_1963.pdf	pdf	11339454	d8ad72be3c448b229fdd7b02c86af715bd71bf07081c6cf4e9d70dfa8790bbb5	Luce and PeMaungTin InscriptionsOfBurma(Plates6-20) 1963	Luce and PeMaungTin InscriptionsOfBurma(Plates6-20	1963	high	reused_existing	data/local/bibliography_sources/luce_pemaungtin_inscriptionsofburma_plat-d8ad72be3c44/Luce&PeMaungTin_InscriptionsOfBurma(Plates6-20)_1963.pdf	Collapsed 3 duplicate path(s) by SHA-256.
luce_pemaungtin_inscriptionsofburma_plat-c593ec5e62b9	luce	Luce&PeMaungTin_InscriptionsOfBurma(Plates3,4,5)_1960.pdf	OBI_AUTHOR_ALPHA_ROOT:Luce/Luce&PeMaungTin_InscriptionsOfBurma(Plates3,4,5)_1960.pdf	pdf	6314059	c593ec5e62b93063d510e6a3c70dc2d2ad4b07ee98ebcf17a5cd6f311ee8480e	Luce and PeMaungTin InscriptionsOfBurma(Plates3,4,5) 1960	Luce and PeMaungTin InscriptionsOfBurma(Plates3,4,5	1960	high	reused_existing	data/local/bibliography_sources/luce_pemaungtin_inscriptionsofburma_plat-c593ec5e62b9/Luce&PeMaungTin_InscriptionsOfBurma(Plates3,4,5)_1960.pdf	Collapsed 3 duplicate path(s) by SHA-256.
luce_and_tin_htway_1976_15th_century_ins-ff06c93703ea	luce	Luce and Tin Htway 1976 15th Century Inscription and Library at Pagan.pdf	OBI_AUTHOR_ALPHA_ROOT:Luce/Luce and Tin Htway 1976 15th Century Inscription and Library at Pagan.pdf	pdf	2199182	ff06c93703ea1baec738064007758abecc438eb354dcb17a08262ae48af686a7	15th Century Inscription and Library at Pagan	Luce and Tin Htway	1976	high	reused_existing	data/local/bibliography_sources/luce_and_tin_htway_1976_15th_century_ins-ff06c93703ea/Luce and Tin Htway 1976 15th Century Inscription and Library at Pagan.pdf	Collapsed 1 duplicate path(s) by SHA-256.
luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3	luce	Luce 1928 inscriptions of Pagan.pdf	OBI_AUTHOR_ALPHA_ROOT:Luce/Luce 1928 inscriptions of Pagan.pdf	pdf	33420688	da9f6d6d89b31f17d3a9352ded473db8f6b3d3ceb1090430ab7ccd972d295722	inscriptions of Pagan	Luce	1928	high	reused_existing	data/local/bibliography_sources/luce_pemaungtin_1928_inscriptions_of_pag-da9f6d6d89b3/Luce&PeMaungTin 1928 inscriptions of Pagan.pdf	Collapsed 5 duplicate path(s) by SHA-256.
luce_1924_countries_neighbouring_burma_j-056f581dfe61	luce	Luce 1924 Countries Neighbouring Burma (JBRS).pdf	OBI_AUTHOR_ALPHA_ROOT:Luce/Luce 1924 Countries Neighbouring Burma (JBRS).pdf	pdf	7429500	056f581dfe6130cb581a581162cf48d1ce34d7758e0bbb31df1005d08f3dd5be	Countries Neighbouring Burma (JBRS	Luce	1924	high	reused_existing	data/local/bibliography_sources/luce_1924_countries_neighbouring_burma_j-056f581dfe61/Luce 1924 Countries Neighbouring Burma (JBRS).pdf	Collapsed 2 duplicate path(s) by SHA-256.
inscriptions_3-341aaa38a1f0	inscription	Inscriptions_3.docx	OBI_LIBRARY_ROOT:Thematic/Burmese/Bagan inscriptions Korea/Inscriptions_1_2_3/Inscriptions_3.docx	docx	21785	341aaa38a1f0f7d578e78f8957a8755198dca6cb1c418191a5b0a299de88827b	Inscriptions 3			high	reused_existing	data/local/bibliography_sources/inscriptions_3-341aaa38a1f0/Inscriptions_3.docx	
inscriptions_2-18931619ef5f	inscription	Inscriptions_2.docx	OBI_LIBRARY_ROOT:Thematic/Burmese/Bagan inscriptions Korea/Inscriptions_1_2_3/Inscriptions_2.docx	docx	19964	18931619ef5f8f3ad54b630f34832dfe0d32e5d425668e0b9d59de9f595b530e	Inscriptions 2			high	reused_existing	data/local/bibliography_sources/inscriptions_2-18931619ef5f/Inscriptions_2.docx	
inscriptions_1_1_1_2-8bce8d48a47c	inscription	Inscriptions_1-1_1-2.docx	OBI_LIBRARY_ROOT:Thematic/Burmese/Bagan inscriptions Korea/Inscriptions_1_2_3/Inscriptions_1-1_1-2.docx	docx	25574	8bce8d48a47c38b93ab5cf014dff8cda1713977c4a8eb5d1228ddd8d6b3b4a60	Inscriptions 1-1 1-2			high	reused_existing	data/local/bibliography_sources/inscriptions_1_1_1_2-8bce8d48a47c/Inscriptions_1-1_1-2.docx	
frasch_three_pagan_inscriptions-81f9fa6e9407	frasch	Frasch Three pagan inscriptions.pdf	OBI_AUTHOR_ALPHA_ROOT:Frasch, Tilmans/Frasch Three pagan inscriptions.pdf	pdf	5247132	81f9fa6e940725d6b1ec7b041fa8a3eabe3954a5b6b50e3cec18cc6f6174ff7e	Frasch Three pagan inscriptions			high	reused_existing	data/local/bibliography_sources/frasch_three_pagan_inscriptions-81f9fa6e9407/Frasch Three pagan inscriptions.pdf	Collapsed 1 duplicate path(s) by SHA-256.
frasch_2018_myanmar_epigraphy-f41478fe018f	frasch	Frasch 2018 Myanmar Epigraphy.pdf	OBI_AUTHOR_ALPHA_ROOT:Frasch, Tilmans/Frasch 2018 Myanmar Epigraphy.pdf	pdf	8251415	f41478fe018faad0b6128477a37cf55f6b6d9f8c8eb119ee20dad57527c8814b	Myanmar Epigraphy	Frasch	2018	high	reused_existing	data/local/bibliography_sources/frasch_2018_myanmar_epigraphy-f41478fe018f/Frasch 2018 Myanmar Epigraphy.pdf	Collapsed 1 duplicate path(s) by SHA-256.
frasch_2005_inscriptions_of_bagan-03a3dbf37607	frasch	Frasch 2005 Inscriptions of Bagan.pdf	OBI_AUTHOR_ALPHA_ROOT:Frasch, Tilmans/Frasch 2005 Inscriptions of Bagan.pdf	pdf	850098	03a3dbf37607735ac266711b8375fa6558f1777135be1cabe3190d853740da0d	Inscriptions of Bagan	Frasch	2005	high	reused_existing	data/local/bibliography_sources/frasch_2005_inscriptions_of_bagan-03a3dbf37607/Frasch 2005 Inscriptions of Bagan.pdf	Collapsed 1 duplicate path(s) by SHA-256.
duroiselle_1921_list_of_inscriptions-fd372f9141d6	duroiselle	Duroiselle 1921 List of Inscriptions.pdf	OBI_AUTHOR_ALPHA_ROOT:Duroiselle/Duroiselle 1921 List of Inscriptions.pdf	pdf	17888034	fd372f9141d696c16cea811e871f377ff5fa217428eac33b747b3015c24fe498	List of Inscriptions	Duroiselle	1921	high	reused_existing	data/local/bibliography_sources/duroiselle_1921_list_of_inscriptions-fd372f9141d6/Duroiselle 1921 List of Inscriptions.pdf	Collapsed 1 duplicate path(s) by SHA-256.
duroiselle_1912_inventaire_inscriptions_-fab28e605395	duroiselle	Duroiselle 1912 Inventaire Inscriptions Birmanie.pdf	OBI_AUTHOR_ALPHA_ROOT:Duroiselle/Duroiselle 1912 Inventaire Inscriptions Birmanie.pdf	pdf	10544851	fab28e60539556ab67af0f0e51fd5d0327bab05b4faefa846f5471ed7f6baca8	Inventaire Inscriptions Birmanie	Duroiselle	1912	high	reused_existing	data/local/bibliography_sources/duroiselle_1912_inventaire_inscriptions_-fab28e605395/Duroiselle 1912 Inventaire Inscriptions Birmanie.pdf	Collapsed 1 duplicate path(s) by SHA-256.
duroiselle_epigraphica_birmanica3-44c26d710c75	duroiselle	Duroiselle - Epigraphica Birmanica3.pdf	OBI_AUTHOR_ALPHA_ROOT:Duroiselle/Duroiselle - Epigraphica Birmanica3.pdf	pdf	30895625	44c26d710c752e33061310973fc008175c42ca12fa729168f9c6185304b91f8a	Duroiselle - Epigraphica Birmanica3			high	reused_existing	data/local/bibliography_sources/duroiselle_epigraphica_birmanica3-44c26d710c75/Duroiselle - Epigraphica Birmanica3.pdf	Collapsed 1 duplicate path(s) by SHA-256.
duroiselle_epigraphica_birmanica1-5a7f1c4004e1	duroiselle	Duroiselle - Epigraphica Birmanica1.pdf	OBI_AUTHOR_ALPHA_ROOT:Duroiselle/Duroiselle - Epigraphica Birmanica1.pdf	pdf	40674007	5a7f1c4004e1746727305ba38ea68e45ce2f4f082279671f67b955b533862c2f	Duroiselle - Epigraphica Birmanica1			high	reused_existing	data/local/bibliography_sources/duroiselle_epigraphica_birmanica1-5a7f1c4004e1/Duroiselle - Epigraphica Birmanica1.pdf	Collapsed 1 duplicate path(s) by SHA-256.
duroiselle_epigraphica_birmanica_talaing-f1d0d08d7032	duroiselle	Duroiselle - Epigraphica Birmanica Talaing Plaques on Ananda Plates.pdf	OBI_AUTHOR_ALPHA_ROOT:Duroiselle/Duroiselle - Epigraphica Birmanica Talaing Plaques on Ananda Plates.pdf	pdf	71422954	f1d0d08d70325c5d52f252754183ca98865af903ddba3771a8fc29bdf15d2da5	Duroiselle - Epigraphica Birmanica Talaing Plaques on Ananda Plates			high	reused_existing	data/local/bibliography_sources/duroiselle_epigraphica_birmanica_talaing-f1d0d08d7032/Duroiselle - Epigraphica Birmanica Talaing Plaques on Ananda Plates.pdf	Collapsed 1 duplicate path(s) by SHA-256.
bibliographic_information_vol_1_2-a8236fd175a0		Bibliographic information vol 1 & 2.docx	OBI_LIBRARY_ROOT:Thematic/Burmese/OBur/Old Burmese Inscriptions/Bibliography/Bibliographic information vol 1 & 2.docx	docx	43402	a8236fd175a05db66c8d6dfaedc145d0fa62db0725377cae68b4419ca7f96ca4	Bibliographic information vol 1 and 2			high	reused_existing	data/local/bibliography_sources/bibliographic_information_vol_1_2-a8236fd175a0/Bibliographic information vol 1 & 2.docx	
bibliographic_information_for_the_burmes-105861edb8fa	inscription	Bibliographic Information for the Burmese Inscription Volumes.docx	OBI_LIBRARY_ROOT:Thematic/Burmese/OBur/Old Burmese Inscriptions/Bibliography/Bibliographic Information for the Burmese Inscription Volumes.docx	docx	82813	105861edb8faf0f6c2466e32f3cd3060567d5d7eb1b69f05ca760df8aee4fe82	Bibliographic Information for the Burmese Inscription Volumes			high	reused_existing	data/local/bibliography_sources/bibliographic_information_for_the_burmes-105861edb8fa/Bibliographic Information for the Burmese Inscription Volumes.docx	
bagan_epig_database-c4cfc990741f	frasch	Bagan Epig Database.doc	OBI_AUTHOR_ALPHA_ROOT:Frasch, Tilmans/Bagan Epig Database.doc	doc	3609527	c4cfc990741f133430be72befe492e0dfff950a0eb72e3fd641420fa48cb0187	Bagan Epig Database			high	reused_existing	data/local/bibliography_sources/bagan_epig_database-c4cfc990741f/Bagan Epig Database.doc	Collapsed 1 duplicate path(s) by SHA-256.
chinese_sources_on_burma-f9cf577a3e90	burma	中国古籍中有关缅甸资料汇编 Chinese Sources on Burma.pdf	OBI_LIBRARY_ROOT:Thematic/Pyu/中国古籍中有关缅甸资料汇编 Chinese Sources on Burma.pdf	pdf	28275180	f9cf577a3e90fbcc5fe692d9b59be06b8d713c0e2014015bfe9e3e5dc38bb6e3	中国古籍中有关缅甸资料汇编 Chinese Sources on Burma			medium	reused_existing	data/local/bibliography_sources/chinese_sources_on_burma-f9cf577a3e90/中国古籍中有关缅甸资料汇编 Chinese Sources on Burma.pdf	
bibtex-e09e13be8386	inscription	ဦ_စ_သ__အ_င_-_အဒ_ __ခ_က_ရ_စ___င__ ယင__မတ__င_မ_ ရခ__င__ပည_သ___အကၡရ_.pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/ဦ_စ_သ__အ_င_-_အဒ_ __ခ_က_ရ_စ___င__ ယင__မတ__င_မ_ ရခ__င__ပည_သ___အကၡရ_.pdf	pdf	6589890	e09e13be83866f0697f684b7b35effdd5fd6d4fb49465f5d88515ea31751e116	ဦ စ သ အ င - အဒ ခ က ရ စ င ယင မတ င မ ရခ င ပည သ အကၡရ			medium	reused_existing	data/local/bibliography_sources/bibtex-e09e13be8386/ဦ_စ_သ__အ_င_-_အဒ_ __ခ_က_ရ_စ___င__ ယင__မတ__င_မ_ ရခ__င__ပည_သ___အကၡရ_.pdf	
www_monlibrary_com-28a8d0462938	inscription	သ__တသနစ__ပမ___-___င_ပန__လ_(www.monlibrary.com).pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/သ__တသနစ__ပမ___-___င_ပန__လ_(www.monlibrary.com).pdf	pdf	14870547	28a8d04629383fdc71ee710d24421ce01d95264f93eb10da7ed21a39aebaa60d	သ တသနစ ပမ - င ပန လ (www.monlibrary.com			medium	reused_existing	data/local/bibliography_sources/www_monlibrary_com-28a8d0462938/သ__တသနစ__ပမ___-___င_ပန__လ_(www.monlibrary.com).pdf	
www_monlibrary_com-424fc03c7150	inscription	လ_က_တဿ_မန__စတ႘_မ(_မ_စတ႘မ_န__က__က_စ_)-န__ပ_န_လ_(www.monlibrary.com).pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/လ_က_တဿ_မန__စတ႘_မ(_မ_စတ႘မ_န__က__က_စ_)-န__ပ_န_လ_(www.monlibrary.com).pdf	pdf	6921723	424fc03c7150cc2d8fa19339f228fa447439798df2687c60178ee1ac408fb226	လ က တဿ မန စတ႘ မ( မ စတ႘မ န က က စ )-န ပ န လ (www.monlibrary.com			medium	reused_existing	data/local/bibliography_sources/www_monlibrary_com-424fc03c7150/လ_က_တဿ_မန__စတ႘_မ(_မ_စတ႘မ_န__က__က_စ_)-န__ပ_န_လ_(www.monlibrary.com).pdf	
www_monlibrary_com-844a6b144296	inscription	မ_န_အ_ၾက_င__သ__က_င__စရ_(www.monlibrary.com).pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/မ_န_အ_ၾက_င__သ__က_င__စရ_(www.monlibrary.com).pdf	pdf	5726705	844a6b144296dbf6a22b94573d001ef60fa965b4d5da48bb65a0073988db7d00	မ န အ ၾက င သ က င စရ (www.monlibrary.com			medium	reused_existing	data/local/bibliography_sources/www_monlibrary_com-844a6b144296/မ_န_အ_ၾက_င__သ__က_င__စရ_(www.monlibrary.com).pdf	
bibtex-7dc5e01ff4e2	inscription	မ__ရ__ခရ__င__ခ__င__ဦ_အတ_င__ရ__ _က__က_စ_မ___.pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/မ__ရ__ခရ__င__ခ__င__ဦ_အတ_င__ရ__ _က__က_စ_မ___.pdf	pdf	3053664	7dc5e01ff4e27d6e6aa50931734fe504afc770c0fe33d61f8dec3a35effa670d	မ ရ ခရ င ခ င ဦ အတ င ရ က က စ မ			medium	reused_existing	data/local/bibliography_sources/bibtex-7dc5e01ff4e2/မ__ရ__ခရ__င__ခ__င__ဦ_အတ_င__ရ__ _က__က_စ_မ___.pdf	
bibtex-a77fc7725947	inscription	ပ_ဂ_မင_စ_စ_ပထမခရ__.pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/ပ_ဂ_မင_စ_စ_ပထမခရ__.pdf	pdf	5184237	a77fc77259479f3a4033d8501b4a3548e3317aeed1d2d6651d0ae5acb2a73330	ပ ဂ မင စ စ ပထမခရ			medium	reused_existing	data/local/bibliography_sources/bibtex-a77fc7725947/ပ_ဂ_မင_စ_စ_ပထမခရ__.pdf	
bibtex-567b0c9d175a	inscription	ပ_ဂ__ခတ__မန__မ__က__က_စ_အဘ_ဓ_န_(_မတ__က___ဦ_).pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/ပ_ဂ__ခတ__မန__မ__က__က_စ_အဘ_ဓ_န_(_မတ__က___ဦ_).pdf	pdf	15024184	567b0c9d175a73de1b11c6676e6eb0bdd783df829a03e38fd3ea4f7308c8dadb	ပ ဂ ခတ မန မ က က စ အဘ ဓ န ( မတ က ဦ			medium	reused_existing	data/local/bibliography_sources/bibtex-567b0c9d175a/ပ_ဂ__ခတ__မန__မ__က__က_စ_အဘ_ဓ_န_(_မတ__က___ဦ_).pdf	
bibtex-93fc4a8f107a	inscription	ပ_ဂ__ခတ_ အလ__ ဆ__င_၇_ ဆ__တ_င__က__မ_စ_မ___.pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/ပ_ဂ__ခတ_ အလ__ ဆ__င_၇_ ဆ__တ_င__က__မ_စ_မ___.pdf	pdf	917724	93fc4a8f107a92590af6a5e09bbdcc8cc0c794a6316084714bb974433f6192a4	ပ ဂ ခတ အလ ဆ င ၇ ဆ တ င က မ စ မ			medium	reused_existing	data/local/bibliography_sources/bibtex-93fc4a8f107a/ပ_ဂ__ခတ_ အလ__ ဆ__င_၇_ ဆ__တ_င__က__မ_စ_မ___.pdf	
bibtex-25ffdb9857f2	inscription	ပ__အကၡရ___င___ရ_ဖတ_နည__.pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/ပ__အကၡရ___င___ရ_ဖတ_နည__.pdf	pdf	17752844	25ffdb9857f2abb2a4ffa99d7e4eabe68dc41832080a748390f81155b921cfdc	ပ အကၡရ င ရ ဖတ နည			medium	reused_existing	data/local/bibliography_sources/bibtex-25ffdb9857f2/ပ__အကၡရ___င___ရ_ဖတ_နည__.pdf	
bibtex-35a95cc92101	inscription	ပ__စ_ ခင_ဘ_ရ__ပခ_ပ_မ___(သန___ဆ__ _ဒၚ).pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/ပ__စ_ ခင_ဘ_ရ__ပခ_ပ_မ___(သန___ဆ__ _ဒၚ).pdf	pdf	924708	35a95cc9210116a52cc37fdc0a7f68c72ec9743149c61f4410803437ec0e8f1a	ပ စ ခင ဘ ရ ပခ ပ မ (သန ဆ ဒၚ			medium	reused_existing	data/local/bibliography_sources/bibtex-35a95cc92101/ပ__စ_ ခင_ဘ_ရ__ပခ_ပ_မ___(သန___ဆ__ _ဒၚ).pdf	
weidert1987tibeto_burman-4de8c6d12282	burma	weidert1987tibeto-burman.pdf	OBI_AUTHOR_ALPHA_ROOT:Weidert, A./weidert1987tibeto-burman.pdf	pdf	33805959	4de8c6d12282670bffd6b8baef0fc311506570fa75f1e3f593a51304fdc4666f	weidert1987tibeto-burman			medium	reused_existing	data/local/bibliography_sources/weidert1987tibeto_burman-4de8c6d12282/weidert1987tibeto-burman.pdf	Collapsed 1 duplicate path(s) by SHA-256.
van_driem_2003_tibeto_burman_vs_sino_tib-fd2063955743	burma	van Driem 2003 Tibeto-Burman vs. Sino-Tibetan.pdf	OBI_AUTHOR_ALPHA_ROOT:Driem, G. van/van Driem 2003 Tibeto-Burman vs. Sino-Tibetan.pdf	pdf	512902	fd2063955743c0335def9d5359c324457a52ecafd69de127fb96c1b92f6a6893	Tibeto-Burman vs. Sino-Tibetan	van Driem	2003	medium	reused_existing	data/local/bibliography_sources/van_driem_2003_tibeto_burman_vs_sino_tib-fd2063955743/van Driem 2003 Tibeto-Burman vs. Sino-Tibetan.pdf	Collapsed 1 duplicate path(s) by SHA-256.
van_driem_2001_lgha_tibeto_burman-e490c18155d4	burma	van Driem 2001 LGHA Tibeto-Burman.pdf	OBI_AUTHOR_ALPHA_ROOT:Driem, G. van/van Driem 2001/van Driem 2001 LGHA Tibeto-Burman.pdf	pdf	6137200	e490c18155d41bb7f0f41e7f66e920a77f88c53781bbfb113cd705a7c4dc6151	LGHA Tibeto-Burman	van Driem	2001	medium	reused_existing	data/local/bibliography_sources/van_driem_2001_lgha_tibeto_burman-e490c18155d4/van Driem 2001 LGHA Tibeto-Burman.pdf	Collapsed 1 duplicate path(s) by SHA-256.
van_driem_1989_tibeto_burman_t_in_dumi_r-f541ea41560a	burma	van Driem 1989 Tibeto-Burman -t in Dumi Rai.pdf	OBI_AUTHOR_ALPHA_ROOT:Driem, G. van/van Driem 1989 Tibeto-Burman -t in Dumi Rai.pdf	pdf	1458011	f541ea41560a9ba3de31120ba6dc523bf8c4ddfea08cbaf9885d3803615c876a	Tibeto-Burman -t in Dumi Rai	van Driem	1989	medium	reused_existing	data/local/bibliography_sources/van_driem_1989_tibeto_burman_t_in_dumi_r-f541ea41560a/van Driem 1989 Tibeto-Burman -t in Dumi Rai.pdf	Collapsed 1 duplicate path(s) by SHA-256.
u_aung_thein_pyu_description_www_monlibr-d217b26384b7	inscription	u-aung-thein-pyu-description(www.monlibrary.com).pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/u-aung-thein-pyu-description(www.monlibrary.com).pdf	pdf	15053019	d217b26384b798555822f01b0fcdba8722f6602ec9fb2f14d097c2b065953531	u-aung-thein-pyu-description(www.monlibrary.com			medium	reused_existing	data/local/bibliography_sources/u_aung_thein_pyu_description_www_monlibr-d217b26384b7/u-aung-thein-pyu-description(www.monlibrary.com).pdf	
satterthwaite_tibeto_burman2011-527f481cc42a	burma	satterthwaite-phillips-2011-phylogenetic-inference-tibeto-burman.pdf	OBI_AUTHOR_ALPHA_ROOT:dissertations/TB ling Phds/satterthwaite-phillips-2011-phylogenetic-inference-tibeto-burman.pdf	pdf	13292863	527f481cc42a2591e3faa2868b0868aa1d391811c9ad3eaf623455b902a3b1c2	phylogenetic-inference-tibeto-burman	satterthwaite-phillips	2011	medium	reused_existing	data/local/bibliography_sources/satterthwaite_tibeto_burman2011-527f481cc42a/satterthwaite_tibeto-burman2011.pdf	Collapsed 4 duplicate path(s) by SHA-256.
san_khao_ho-95cf3b28c7e5	inscription	san khao ho.pdf	OBI_LIBRARY_ROOT:Thematic/Burmese/DownloadsFromBurmeseInscriptionsFacebookGroup/san khao ho.pdf	pdf	1186038	95cf3b28c7e536c2afd295db054b0c9e51491dfdada586213592356f9a9fe9e3	san khao ho			medium	reused_existing	data/local/bibliography_sources/san_khao_ho-95cf3b28c7e5/san khao ho.pdf	
